name,age,city,salary
,,,
Nikita Pall,43.0,,
,33.0,,
,,,55257.0
Kiaan Sathe,61.0,Delhi,
Yash Jayaraman,70.0,Delhi,
Dev Bhatia,25.0,Mumbai,50222.0
Caleb Bakshi,60.0,,
,31.0,Mumbai,
Mohammed Malhotra,27.0,Mumbai,27511.0
Dalaja Dhar,59.0,Delhi,57755.0
Netra Mammen,39.0,Mumbai,
Ria Rajagopal,50.0,Mumbai,
Siya Bath,60.0,Mumbai,88796.0
Megha Chand,31.0,Mumbai,58152.0
Wishi Chowdhury,46.0,Mumbai,80139.0
Yoshita Atwal,21.0,Mumbai,
Charan Ravi,,,48197.0
Kabir Oommen,39.0,,65702.0
Omkaar Oak,36.0,,69762.0
Indali Nori,42.0,Mumbai,53228.0
Mitesh Mody,40.0,Delhi,
Michael Dash,37.0,Mumbai,40563.0
Peter Khosla,59.0,Mumbai,78266.0
Nimrat Solanki,68.0,,
Kritika Narayanan,61.0,Delhi,54079.0
,45.0,Delhi,86413.0
Raksha Ravi,40.0,Delhi,
,20.0,Delhi,24671.0
Dayita Shere,,Mumbai,
Sara Khare,35.0,Mumbai,83932.0
,26.0,,
,23.0,Mumbai,
Jagrati Setty,55.0,Delhi,
Isha Nanda,62.0,Delhi,38583.0
Yatin Bhardwaj,25.0,Mumbai,
Lila Murthy,25.0,Mumbai,33950.0
Sara Shankar,65.0,Delhi,
Harrison Das,45.0,Mumbai,
Chakradhar Prasad,26.0,,
Henry Arya,53.0,Delhi,
Pratyush Sahota,26.0,Delhi,53303.0
Unnati Kade,63.0,Delhi,53241.0
,23.0,Delhi,49906.0
Laban Chatterjee,48.0,Mumbai,
Teerth Palla,57.0,Delhi,
Aishani Sachdeva,25.0,Mumbai,85725.0
Agastya Kurian,22.0,Mumbai,68250.0
Arya Madan,49.0,Delhi,
Ira Atwal,50.0,,
Lipika Rastogi,25.0,Mumbai,47406.0
Banjeet Dhar,62.0,Mumbai,66885.0
Wahab Guha,51.0,Mumbai,
Anthony Deshpande,69.0,Delhi,
Abeer Raghavan,20.0,,
Devika Pradhan,52.0,Mumbai,51284.0
Saksham Patla,42.0,Mumbai,
Yachana Raju,51.0,Mumbai,
Leela Merchant,28.0,,
Vincent Balakrishnan,18.0,Mumbai,
Sathvik Pandit,62.0,,51898.0
Xavier Vasa,30.0,Mumbai,
Suhani Kapoor,49.0,,
Vedant Korpal,69.0,,
Arya Sangha,62.0,Mumbai,25384.0
,26.0,,
Unnati Badal,44.0,Delhi,28454.0
Darsh Bawa,27.0,,
Triveni Gokhale,57.0,,26650.0
Gaurangi Borde,30.0,,28413.0
Diya Ram,58.0,,
Damyanti Babu,19.0,,54231.0
Tanish Bobal,19.0,,78651.0
Samarth Brahmbhatt,67.0,,
Gabriel Lala,63.0,Delhi,42263.0
Darsh Loke,55.0,Delhi,
Ekiya Nagi,41.0,,45686.0
Chandani Arora,44.0,Delhi,73990.0
Irya Samra,64.0,Delhi,83954.0
,69.0,,
Ikshita Sani,59.0,,22723.0
Madhav Randhawa,33.0,,41117.0
Yashvi Deo,21.0,,
Zayyan Varughese,19.0,Mumbai,
,57.0,Mumbai,84999.0
Timothy Chander,34.0,Delhi,
Hemang Vig,24.0,Mumbai,
Harini Vyas,29.0,Delhi,
Janani Chacko,32.0,,25682.0
Jyoti Kamdar,,,73718.0
Gagan Maharaj,54.0,Delhi,
Sanya Sha,42.0,Mumbai,
Radha Munshi,70.0,,
Raghav Prabhakar,28.0,,
Riya Wason,55.0,,
Rachit Ghose,19.0,,61937.0
Omisha Mody,35.0,Mumbai,
Victor Raj,57.0,,65166.0
Prisha Basak,52.0,Delhi,
Hemal Dhaliwal,49.0,,
Pallavi Zachariah,67.0,,38786.0
Oscar Pillay,67.0,,
Oni Khatri,26.0,Mumbai,98744.0
Sanaya Karpe,31.0,,
Jacob Iyer,29.0,,
Advay Kothari,,,
Hemani Bhatnagar,22.0,Delhi,
Amruta Sachar,32.0,,89840.0
Tara Oza,38.0,,
Gaurangi D’Alia,51.0,Mumbai,
Harshil Loke,26.0,,
Kashvi Varghese,37.0,Mumbai,
Ekani Raman,33.0,Delhi,
Urishilla Talwar,32.0,,83801.0
Rudra Chaudhary,51.0,Mumbai,99019.0
Ekaraj Rana,30.0,Delhi,41778.0
Yashasvi Kapadia,,Delhi,31235.0
Jagrati Roy,33.0,,
Naveen Rajagopalan,52.0,,82805.0
Avni Andra,20.0,Delhi,
Vedika Varghese,68.0,,74748.0
Omisha Murthy,56.0,Mumbai,
Kiaan Date,32.0,,
Falan Nagi,,Mumbai,20996.0
Faras Sarna,40.0,Mumbai,
Wakeeta Sem,55.0,Mumbai,
Neel Gokhale,62.0,Delhi,98508.0
Aarush Om,48.0,Mumbai,
Upma Oza,50.0,,
Qushi Palla,28.0,Mumbai,
Oviya Mani,53.0,,
Upma Patil,21.0,Delhi,
Zayyan Gandhi,66.0,Delhi,
Vasana Varkey,60.0,Mumbai,
Bhavya Pant,52.0,,20098.0
Krishna Raj,59.0,Mumbai,26501.0
Januja Dada,55.0,Mumbai,
Tara Dixit,50.0,,49049.0
Vasatika Nazareth,48.0,Delhi,20894.0
Ayushman Munshi,45.0,Mumbai,78201.0
Teerth Kara,68.0,Mumbai,
Jeremiah Bhardwaj,58.0,Mumbai,43961.0
Zehaan Rajagopalan,,Mumbai,79870.0
Tarak Patla,40.0,Mumbai,63147.0
Kabir Nath,,Delhi,
Lavanya Keer,47.0,Mumbai,72132.0
Isaac Ghose,46.0,,87406.0
Pooja Gopal,20.0,,
Umang Palla,19.0,,82275.0
Logan Singhal,46.0,Mumbai,76893.0
Balendra Mital,,Delhi,61281.0
Ishwar More,,Delhi,
Arjun Pandit,60.0,Delhi,64887.0
,40.0,,55312.0
Indrajit Samra,44.0,,
Maanas Devi,,Mumbai,
Balveer Nadig,21.0,,
Viraj Murty,28.0,,67009.0
Zilmil Lata,64.0,,66551.0
Leela Padmanabhan,53.0,Delhi,24048.0
Qabil Upadhyay,69.0,Mumbai,
Azad Bedi,68.0,Mumbai,81626.0
Sudiksha Sinha,61.0,Delhi,95321.0
Krish De,32.0,,
Siya Krishnamurthy,29.0,Delhi,32415.0
,40.0,Mumbai,23200.0
Finn Seth,54.0,,
Yahvi Dhar,58.0,Delhi,
Sara Mandal,34.0,Mumbai,
,40.0,Mumbai,54744.0
Anay Johal,,Delhi,
Sarthak Wali,67.0,,87049.0
Brijesh Dhar,56.0,,39741.0
Faris Viswanathan,48.0,Delhi,33000.0
Rachit Bhargava,31.0,,40544.0
Hemani Rout,66.0,Mumbai,22433.0
Abhiram Palan,19.0,,
Qarin Sen,66.0,,
Divya Mahajan,22.0,,27118.0
Amruta Toor,23.0,Mumbai,
Omisha Krishnan,62.0,Delhi,
Owen Narayanan,70.0,,
Ishwar Kala,57.0,Mumbai,
Shaurya Oommen,52.0,Mumbai,
Charita Ramakrishnan,18.0,Mumbai,
Aryan Gill,31.0,Mumbai,83492.0
Dhruv Sankaran,46.0,Mumbai,
Ishaan Bhardwaj,40.0,Mumbai,
Arjun Guha,60.0,Delhi,
Abeer Mane,46.0,Delhi,33752.0
Sudiksha Khosla,32.0,Mumbai,
Jyoti Dhar,56.0,,38446.0
Madhav Dixit,44.0,Mumbai,86078.0
Balendra Nadig,30.0,Mumbai,
Jonathan Ahluwalia,47.0,Mumbai,58072.0
Lajita Dhaliwal,,Mumbai,78975.0
Darika Khosla,43.0,,51311.0
Gagan Dasgupta,26.0,Delhi,90030.0
Leena Mutti,68.0,Mumbai,
,46.0,Delhi,82764.0
Hamsini Kanda,64.0,Delhi,64990.0
Suhani Arora,42.0,Delhi,
Hemangini Pingle,,Delhi,90473.0
,46.0,,86228.0
Sai Wadhwa,56.0,Delhi,
Aryan Kaul,27.0,Mumbai,
Jagdish Krishnamurthy,65.0,Mumbai,
Ekani Mallick,27.0,Delhi,
Hemangini Chokshi,41.0,Mumbai,51049.0
Chakradhar Kadakia,,Mumbai,
Dipta Suri,57.0,Delhi,
Ria Kara,33.0,Delhi,20344.0
Wriddhish Dash,19.0,,
Karan Cherian,,Mumbai,
Caleb Badami,58.0,Delhi,65802.0
Oscar Chandra,55.0,,
Eesha Padmanabhan,44.0,,
Peter Dhawan,26.0,,
Omya Dave,57.0,Mumbai,25275.0
Fariq Shah,45.0,Mumbai,
Abhimanyu Jani,20.0,Delhi,73688.0
Chanakya Memon,57.0,Delhi,
Om Nadkarni,20.0,Delhi,95146.0
Rayaan Pai,32.0,Mumbai,
Amrita Panchal,22.0,Delhi,
Ishwar Sood,52.0,Mumbai,22337.0
Avni Sarna,68.0,Mumbai,
Diya Sabharwal,68.0,Mumbai,95113.0
Chaaya Mani,34.0,Mumbai,65899.0
Kavya Subramanian,41.0,,
,31.0,Mumbai,
Henry Palan,53.0,Delhi,
Yasti Desai,63.0,,
Jackson Parmar,48.0,,
Manan Sandhu,,Delhi,28857.0
Parth Sood,68.0,Delhi,35691.0
Ekalinga Dhar,39.0,Mumbai,55431.0
Netra Varghese,43.0,Mumbai,
Wazir Dewan,29.0,Delhi,41501.0
Rohan Bhardwaj,52.0,Delhi,24775.0
Yamini Nadig,36.0,Mumbai,
Advaith Mannan,59.0,Mumbai,37498.0
Darika Barman,,Delhi,94676.0
Rachita Maharaj,50.0,Delhi,
Suhani Buch,,Mumbai,
Bimala Chada,37.0,Delhi,43026.0
Lekha Shanker,45.0,Delhi,
Nitesh Butala,18.0,Mumbai,
Faris Dani,33.0,,29740.0
Kala Loke,42.0,Delhi,
Aarav Arya,65.0,Mumbai,37731.0
Falak Venkatesh,20.0,Mumbai,
Darpan Lall,65.0,Mumbai,
,40.0,Delhi,32907.0
Isha Talwar,52.0,Mumbai,
,33.0,Delhi,98567.0
Balhaar Dhawan,64.0,Mumbai,
Abdul Sachar,68.0,,99764.0
,59.0,,51719.0
Ishaan Dass,37.0,Delhi,
Triya Deep,64.0,Delhi,
,51.0,Mumbai,
Finn Sarin,48.0,Delhi,
Harinakshi Balasubramanian,35.0,Mumbai,
Gaurangi Kannan,64.0,Mumbai,
Jai Zachariah,39.0,,
Radha Devi,54.0,,
Nidra Bedi,54.0,Mumbai,41966.0
Caleb Sridhar,66.0,Delhi,
Azad Dhar,68.0,Mumbai,72571.0
Urvi Saran,66.0,Delhi,83900.0
Hardik Pingle,37.0,Mumbai,60020.0
Priya Choudhury,31.0,Mumbai,
Henry Doctor,42.0,Mumbai,
,31.0,,24727.0
Devika Bhakta,,,
Lajita Soni,,,48575.0
Yug Kapadia,43.0,Mumbai,60833.0
,39.0,Mumbai,
Samesh Kala,,,90137.0
Abhiram Agrawal,70.0,Mumbai,
Azad Sidhu,69.0,Delhi,96014.0
Rushil Jha,65.0,Mumbai,88423.0
Reyansh Cheema,23.0,,20058.0
Abhiram Chowdhury,35.0,Mumbai,86928.0
,67.0,Mumbai,28065.0
Pavani Merchant,65.0,Delhi,78571.0
Ati Parekh,40.0,Mumbai,65216.0
Andrew Pillai,59.0,Delhi,21113.0
Lakshmi Bhakta,57.0,,97802.0
Jyoti Dasgupta,50.0,Delhi,50388.0
Keya Jani,49.0,Mumbai,
Tanvi Choudhury,30.0,Delhi,
Vritti Konda,23.0,,23865.0
Quincy Sane,,,
Geetika Chaudhary,59.0,Delhi,87031.0
Joshua Swaminathan,21.0,,
Tanmayi Badami,40.0,Delhi,
Aayush Deshmukh,47.0,Delhi,97426.0
Garima Rout,37.0,,
Nirja Bhatia,66.0,Delhi,31936.0
Isaiah Badal,69.0,Mumbai,36432.0
Jeet Handa,39.0,Delhi,
Kala De,44.0,,
Vivaan Mitra,69.0,Delhi,25100.0
Lavanya Mahal,30.0,Mumbai,
Nidra Pandya,,,
,28.0,Delhi,
Dev Barad,,Delhi,
Ayaan Bansal,43.0,Mumbai,21851.0
Harita Bhattacharyya,26.0,,
Yashodhara Purohit,47.0,,
Varsha Wadhwa,25.0,Mumbai,
Fitan Gill,38.0,Delhi,
Chavvi Shroff,70.0,Delhi,56657.0
Jagat Morar,61.0,Mumbai,
Vihaan Lall,61.0,Delhi,26562.0
Nicholas Choudhry,62.0,Delhi,81188.0
Veer Ratti,59.0,Delhi,
Wazir Ray,64.0,Delhi,23666.0
Charvi Kant,31.0,,37656.0
Aarna Sant,62.0,,78713.0
Adweta Gera,65.0,Mumbai,
Luke Kumar,48.0,Mumbai,65653.0
Tristan Brar,47.0,Delhi,
Netra Acharya,33.0,,64875.0
Isha Karpe,53.0,,94980.0
Nilima Gole,62.0,,
Avni Ghosh,66.0,,
Quincy Zacharia,25.0,,
Ayushman Deo,52.0,Delhi,86108.0
Xiti Babu,31.0,Delhi,
Arin Dash,57.0,Delhi,53899.0
Finn Sehgal,57.0,Mumbai,
Gaurika Bali,55.0,Delhi,83707.0
Kritika Dutta,22.0,,
Oviya Dugar,61.0,,66897.0
Ridhi Pai,44.0,Mumbai,
Victor Chana,49.0,,
Ranbir Zachariah,25.0,,
Nidra Goda,54.0,Mumbai,
Agastya Gola,18.0,Delhi,21695.0
Jacob Bumb,55.0,Delhi,76137.0
Wishi Karan,37.0,,
Avi Puri,49.0,Mumbai,57496.0
Kabir Pillai,38.0,Delhi,
Panini Karnik,64.0,Delhi,
,43.0,Delhi,
Girik Dhawan,46.0,Mumbai,77893.0
,46.0,Delhi,75369.0
,31.0,Mumbai,41784.0
Ganga Lad,33.0,,
Fitan Chokshi,64.0,Mumbai,
Omkaar Parmar,53.0,Delhi,
Vaishnavi Wagle,56.0,,75314.0
Anita Ramesh,31.0,,91009.0
Hema Gandhi,58.0,Mumbai,55342.0
Pushti Varghese,45.0,Mumbai,57281.0
Chasmum Gill,58.0,Delhi,
Amaira Dugar,57.0,Mumbai,
Gauri Mannan,43.0,,
Daniel Loke,19.0,,84910.0
,52.0,Delhi,
Hamsini Thaker,39.0,Delhi,79157.0
Forum Dada,38.0,,69507.0
,42.0,Delhi,50804.0
Dayamai Gade,,,
Samesh Mall,51.0,Delhi,
Sai Sastry,32.0,Mumbai,65255.0
Turvi Nath,32.0,,
Shaurya Karpe,45.0,Delhi,83935.0
Advik Setty,,Mumbai,
Chaitaly Chaudhari,24.0,Mumbai,
Ishwar Dar,,,
Joshua Zachariah,21.0,Mumbai,
Ganga Srinivasan,22.0,Mumbai,
Arya Anne,68.0,Mumbai,
Priya Bhatnagar,30.0,,
Rehaan Narain,52.0,,37475.0
Yashoda Deshmukh,64.0,Delhi,
Kritika Maharaj,59.0,Mumbai,
Finn Muni,55.0,,
Samaksh Verma,28.0,Mumbai,26926.0
Chameli Khare,29.0,,
Radhika Char,54.0,,
Oliver Tiwari,26.0,Delhi,
Zarna Sur,61.0,Delhi,
,54.0,Mumbai,
Isha Mani,40.0,Delhi,
Mohini Dhar,40.0,Delhi,75856.0
Leela Singhal,36.0,,29248.0
Aishani Panchal,24.0,,
Janya Hora,44.0,Delhi,
Bhavika Kashyap,18.0,,80071.0
Ryan Krishnan,29.0,Delhi,62388.0
Michael Kari,51.0,Mumbai,
Matthew Patel,40.0,Delhi,
,28.0,Delhi,69657.0
Kavya Lanka,69.0,Mumbai,
Udyati Oza,53.0,Mumbai,46887.0
David Comar,29.0,Mumbai,
Thomas Gill,68.0,Mumbai,34092.0
Kala Tandon,52.0,,
Akshay Nadig,36.0,,
Nilima Hayre,,,52017.0
Warhi Pillai,57.0,,
Kashvi Seshadri,37.0,Delhi,44609.0
,23.0,,
Ayush Sangha,,,99104.0
Hardik Baral,31.0,Delhi,49752.0
Hemangini Barad,30.0,Delhi,29553.0
Aayush Prabhakar,,Delhi,79367.0
Ekanta Sahota,,Mumbai,45909.0
Wishi Narain,41.0,,
Benjamin Shere,58.0,Delhi,
Udarsh Gopal,39.0,Mumbai,
Champak Kumar,30.0,,
Bhanumati Baria,52.0,Delhi,62529.0
Nachiket Subramanian,,Mumbai,51023.0
Zehaan Anand,45.0,Mumbai,88592.0
Zayyan Chakraborty,45.0,,
Faraj Lad,64.0,,67661.0
Harrison Cherian,61.0,,90759.0
,,Mumbai,46450.0
Ojasvi Cherian,30.0,Delhi,
Hardik Patil,,Delhi,88083.0
Sathvik Roy,69.0,Mumbai,66380.0
Idika Batta,39.0,,
Vivaan Dua,46.0,,
Daksha Bahri,42.0,,
Yachana Sankaran,,Mumbai,
Yamini Bora,26.0,Delhi,
Yuvraj Puri,,Mumbai,
Ayaan Nagi,38.0,Mumbai,
Anika Bassi,34.0,,71277.0
Rishi Prashad,,Delhi,51031.0
Ekantika Setty,48.0,Mumbai,
Darpan Parikh,67.0,Delhi,58591.0
Dev Warrior,42.0,,74226.0
Mason Dube,39.0,Delhi,23133.0
Ojas Dani,30.0,,81699.0
Nitesh Wagle,49.0,Mumbai,
Dalaja Chopra,33.0,Mumbai,
Gaurika Nazareth,68.0,,
Yashodhara Minhas,37.0,Delhi,73446.0
Rachita Setty,,Delhi,
Jyoti Buch,50.0,Delhi,84476.0
Irya Devi,68.0,Delhi,61401.0
Xavier Prakash,47.0,,65951.0
Shaurya Palla,25.0,Delhi,99426.0
Rushil Prasad,32.0,Mumbai,
Riya Varkey,37.0,Mumbai,25907.0
,41.0,Mumbai,
Christopher Bhattacharyya,50.0,Delhi,
,39.0,Delhi,
Amara Issac,62.0,Mumbai,
Avi Andra,57.0,Delhi,
,49.0,,
,52.0,Delhi,
Devansh Seth,29.0,Delhi,
Yashica Keer,33.0,Delhi,75646.0
Liam Johal,31.0,Mumbai,
,69.0,,
Geetika Taneja,28.0,,
Dhriti Mistry,,Mumbai,
Ekansh Vaidya,68.0,Mumbai,
Tanvi Goyal,64.0,,61300.0
Krisha Bhargava,22.0,Delhi,43763.0
Panini Chakraborty,,Mumbai,49741.0
Falan Bala,25.0,Mumbai,
Damini Doctor,61.0,,63841.0
Vasana Biswas,37.0,,
Aarnav Chaudhari,27.0,Mumbai,
Tristan Pandey,22.0,Mumbai,27841.0
Ekavir Khalsa,66.0,,
Ishita Madan,43.0,Delhi,
Edhitha Bose,62.0,,39124.0
Dhriti Cheema,64.0,Delhi,
Kashish Issac,,,
Gavin Bhatti,60.0,Mumbai,
Onveer Saran,50.0,Mumbai,
Varenya Palan,64.0,Mumbai,
Ganga Bhatti,,Delhi,83551.0
Yuvraj Bahl,35.0,Delhi,72380.0
Jairaj Apte,30.0,,49206.0
Lucky Sane,23.0,Delhi,36490.0
Advay Taneja,44.0,,
,66.0,Mumbai,
Ranveer Dalal,33.0,Mumbai,
Harshil Kothari,44.0,Mumbai,
Indira Dora,48.0,Mumbai,22772.0
,59.0,Mumbai,
Pranav Issac,25.0,Delhi,69156.0
Dayamai Din,62.0,Delhi,
,38.0,Mumbai,
Arunima Subramanian,,Delhi,
,,Mumbai,
,31.0,Mumbai,
Neel Zachariah,,,
Upma Kota,43.0,Delhi,
Balhaar Madan,34.0,Delhi,73739.0
Tejas Kohli,55.0,Delhi,86466.0
Kritika Parekh,54.0,Mumbai,
Jack Mittal,62.0,Delhi,
Yashawini Sem,24.0,,80811.0
Advaith Dutta,52.0,Mumbai,
Aahana Mall,35.0,,87568.0
Krish Gala,64.0,Delhi,
Avi Ratta,,Mumbai,68738.0
Bhavani Prabhakar,27.0,Mumbai,36956.0
Inaya Seth,36.0,Delhi,
Ubika Din,42.0,Mumbai,20533.0
,43.0,Mumbai,83327.0
Sara Solanki,46.0,Delhi,33455.0
Charan Korpal,30.0,Mumbai,
Orinder Mani,,,
Hemal Mukhopadhyay,51.0,Delhi,52285.0
Abhimanyu Sandal,46.0,,
Bishakha Aurora,59.0,Mumbai,31170.0
Ranveer Thakkar,57.0,,51588.0
Kevin Rai,,Delhi,82503.0
Abdul Choudhury,19.0,Mumbai,35889.0
,63.0,Delhi,89846.0
Raagini Pandya,25.0,Delhi,67119.0
Neha Hari,,Delhi,
Ayush Sen,68.0,,98622.0
Radha Khatri,31.0,Mumbai,
Amaira Dyal,51.0,Mumbai,
Wazir Kakar,49.0,,
Falak Sankaran,41.0,,
Azaan Sani,60.0,,
Chandresh Bhatia,55.0,,70301.0
Kabir Thaman,29.0,Delhi,92614.0
Reyansh Dhar,66.0,,
Ishani Bhardwaj,41.0,Delhi,
Yagnesh Bhatti,26.0,Delhi,77001.0
Udyati Upadhyay,38.0,Mumbai,
Unnati Kumar,21.0,Mumbai,
Hemal Butala,22.0,Delhi,
Jairaj Gola,,,
Wishi Kulkarni,31.0,,45647.0
Hemang Bobal,42.0,Delhi,83087.0
Ranveer Ravi,42.0,,
Vihaan Varty,34.0,,45313.0
Baghyawati Pillai,63.0,Mumbai,81572.0
Kala Rattan,23.0,,
Vrinda Andra,,Delhi,30177.0
Rachita Yadav,45.0,Mumbai,97169.0
Geetika Toor,39.0,,
Edhitha Kashyap,28.0,,59924.0
Yashodhara Narula,25.0,,
Yutika Kar,55.0,Mumbai,40141.0
Lajita Gola,21.0,Mumbai,
Jonathan Kala,44.0,,92966.0
Ansh Mistry,,Mumbai,
,56.0,Delhi,39576.0
Nitesh Misra,63.0,,29329.0
,,Delhi,36481.0
Dalbir Bala,50.0,Mumbai,
Zaitra Rajan,36.0,Delhi,
Jagrati Muni,70.0,,94381.0
Champak Aurora,,,
Aachal Subramanian,56.0,Mumbai,24389.0
Kala Subramanian,56.0,Mumbai,29294.0
Yatin Balan,22.0,,92686.0
Anvi Shankar,48.0,Mumbai,
Ridhi Wable,31.0,,
Anmol Zachariah,,Mumbai,75484.0
Nikita Ramachandran,48.0,Delhi,27281.0
Krisha More,66.0,Delhi,39381.0
Falak Vohra,49.0,,35067.0
Saumya Dayal,20.0,,58331.0
Agastya Ramakrishnan,37.0,Delhi,
Bhavya Vohra,42.0,Mumbai,
Qasim Sampath,50.0,Delhi,
Forum Sachdev,21.0,,33638.0
Baghyawati Tara,28.0,,85709.0
Tanish Samra,48.0,Delhi,
Upkaar Lala,36.0,,46676.0
Ekalinga Andra,63.0,Mumbai,28863.0
Qarin Iyengar,39.0,,83446.0
Niharika Zachariah,49.0,Delhi,
,53.0,Mumbai,98470.0
Lekha Borah,52.0,Mumbai,93376.0
Keya Madan,54.0,Mumbai,
,21.0,Mumbai,
Wishi Divan,39.0,Delhi,55014.0
Yashasvi Raghavan,37.0,,51013.0
Pahal Kumar,53.0,Delhi,58627.0
Bina Chokshi,42.0,,91376.0
Kabir Mukherjee,25.0,Delhi,63075.0
Radha Sami,23.0,Mumbai,
Oscar Prakash,35.0,Delhi,27437.0
Prisha Sachdev,52.0,Mumbai,
Om Mammen,30.0,,
Champak Gour,62.0,Delhi,44688.0
Zayan Sathe,48.0,Mumbai,
Nakul Shan,39.0,Mumbai,
Advaith Sangha,65.0,,
Rachana Grover,53.0,Mumbai,22749.0
Girindra Thakur,23.0,Delhi,
Balvan Yadav,57.0,Mumbai,
,19.0,Mumbai,45971.0
Jhalak Majumdar,46.0,,
Anamika Bhattacharyya,57.0,Delhi,35826.0
,42.0,Delhi,65808.0
Kala Nigam,69.0,Delhi,
Victor Verma,55.0,,48370.0
Anmol Thakur,31.0,,
Ucchal Palan,57.0,Delhi,
Dhruv Oommen,53.0,,65847.0
Peter Mani,32.0,Mumbai,23119.0
Krisha Dyal,52.0,Mumbai,
Anusha Verma,59.0,Mumbai,
Amara Basu,31.0,,92820.0
Lila Grewal,23.0,Delhi,
Faraj Amble,,Delhi,42848.0
Hritik Chada,69.0,,71686.0
Hiral Venkataraman,59.0,Delhi,85191.0
Ikbal Chhabra,56.0,Delhi,59796.0
Gautami Prasad,60.0,Mumbai,
,37.0,Delhi,72057.0
Pallavi Varty,30.0,Delhi,85941.0
Sanaya Ghose,66.0,,
Charvi Bains,,Delhi,
Kevin Raju,67.0,Mumbai,
Oeshi Zachariah,36.0,Mumbai,66706.0
,20.0,Delhi,
Yashvi Parekh,38.0,Mumbai,
Michael Bedi,23.0,,99638.0
Aarna Khatri,65.0,Delhi,
,60.0,,63130.0
Pavani Krishnamurthy,41.0,Delhi,
Jhalak Sarkar,41.0,Mumbai,
Qadim Pau,43.0,,
Harini Krish,62.0,,
Yashvi Rout,53.0,Mumbai,
Ridhi Vaidya,28.0,Mumbai,
,54.0,,
Vincent Murthy,40.0,Mumbai,45663.0
Yadavi Buch,45.0,,
Garima More,44.0,Mumbai,
,64.0,Delhi,
Kamala Manda,31.0,,37899.0
Yutika Mandal,50.0,Delhi,96839.0
Chaitanya Sharma,69.0,,
Eiravati Koshy,60.0,Delhi,79758.0
Ayaan Padmanabhan,58.0,Mumbai,32998.0
Krishna Hans,45.0,,
Peter Prashad,69.0,Mumbai,
Ojas Pradhan,30.0,Delhi,
Ria Nagy,19.0,,78146.0
Rajata Toor,45.0,,
Ayushman Magar,25.0,Delhi,71562.0
Yashica Ramakrishnan,20.0,,
Nirja Trivedi,55.0,,
Jeevika Chakrabarti,47.0,Delhi,91031.0
,29.0,,
,,,
Veer Ratta,68.0,Mumbai,59819.0
,23.0,,
Siya Sankaran,64.0,Delhi,27332.0
Deepa Kunda,29.0,Delhi,
Osha Nagarajan,37.0,Mumbai,80771.0
Ijaya Wable,,Mumbai,30142.0
Wishi Johal,66.0,,
,,Mumbai,
Lakshit Bhagat,68.0,Mumbai,
Harita Prabhakar,63.0,Mumbai,
Warjas Jain,66.0,,44510.0
Karan Panchal,32.0,Delhi,
,26.0,Delhi,25405.0
Rachit Bandi,22.0,Mumbai,
,37.0,Mumbai,
Hitesh Dave,48.0,Delhi,
Ladli Dhillon,65.0,Mumbai,77163.0
Ati Bava,36.0,Delhi,
Jalsa Ganesan,30.0,Mumbai,98191.0
Gabriel Sabharwal,70.0,,75405.0
Waida Nori,28.0,,29773.0
,47.0,,54145.0
Ijaya Bhat,,Delhi,
Udant Dani,31.0,,40635.0
Faras Basu,47.0,,
,41.0,,58860.0
Ekaraj Merchant,,Mumbai,
Ekta Lad,62.0,Mumbai,
Sai Tripathi,68.0,Mumbai,
Tanmayi Balakrishnan,59.0,Mumbai,
Bahadurjit Deep,,Mumbai,
Viraj Ganesan,36.0,Mumbai,
Ria Vora,22.0,Mumbai,96266.0
Jyoti Chahal,44.0,,
Advaith Madan,28.0,,
Dayita Vyas,64.0,Mumbai,
Pallavi Comar,43.0,Delhi,57690.0
Indira Purohit,45.0,Mumbai,50513.0
Oscar Mann,34.0,,
Ayush Mall,21.0,,53331.0
Orinder Chanda,28.0,Delhi,23439.0
Anusha Bhalla,35.0,,
Urishilla Shetty,50.0,Delhi,84184.0
Nachiket Chaudhry,62.0,,
Rajeshri Bava,25.0,Delhi,62136.0
Saumya Arya,49.0,,
Vihaan Garde,64.0,Mumbai,42297.0
,21.0,Delhi,56348.0
Anika Keer,,,
Abeer Mohan,,Mumbai,95574.0
Januja Kala,29.0,,78469.0
Avi Arya,49.0,,
,23.0,Mumbai,45415.0
Baghyawati Sangha,,Delhi,73179.0
Advik Goyal,24.0,Mumbai,
Dakshesh Hora,,Mumbai,31874.0
Tara Dhaliwal,52.0,,41070.0
Yashvi Buch,65.0,Delhi,
Bakhshi Varty,24.0,,77322.0
Mitesh Sathe,45.0,Mumbai,21918.0
Amaira Sarkar,20.0,,
Xavier Sarkar,62.0,,70973.0
Samuel Dash,49.0,,
Bakhshi Date,30.0,Mumbai,
Brijesh Kamdar,42.0,Mumbai,70525.0
Krishna Nagarajan,54.0,,47451.0
Brijesh Koshy,22.0,Delhi,46461.0
Viraj Pai,31.0,Delhi,
Pranav Mann,48.0,Mumbai,85387.0
Rushil Sharma,,Mumbai,
Nitara Sama,69.0,Mumbai,72781.0
Edhitha Dhar,48.0,Delhi,89052.0
Zarna Chokshi,57.0,Delhi,86444.0
Urishilla Balay,,Delhi,30552.0
Aarav Borde,30.0,Mumbai,53719.0
,36.0,Delhi,48181.0
Nicholas Chander,56.0,Mumbai,54992.0
Ekavir Sen,35.0,,
,19.0,,
Amol D’Alia,31.0,,95711.0
